image,probability,pred_class
49910698552,0.159445232277683,0
50783798341,0.857475912776205,1
51223478856,0.122537108210776,0
51161663162,0.828992653217936,1
50733625473,0.399598689870278,0
50573886706,0.093860087662178,0
50521056903,0.92641337470197,1
51196043596,0.224548154427133,0
51133608260,0.846006987839663,1
51133529305,0.646896850386224,1
49955318153,0.373066917751963,0
50984436148,0.66689409927083,1
51201912684,0.648938141886298,1
51128336702,0.362231123940092,0
49923809662,0.062721529967408,0
50299647862,0.193817044214847,0
51224157734,0.617465790392833,1
50610855377,0.114443179335367,0
50164070606,0.007405793655562,0
49648240853,0.321271347258548,0
51210062722,0.417193430542198,0
49430567178,0.212200869020309,0
49798245326,0.582954306615268,1
50851538497,0.507979115098259,1
51120328303,0.579651672958353,1
49341162761,0.334831868247489,0
49214967293,0.612488549192373,1
33448650318,0.102690212844172,0
30802698637,0.871516064853539,1
29528534468,0.975913970638961,1
25961474253,0.983417233754397,1
25562008314,0.425936036813808,0
23966418883,0.86273119428136,1
24190598186,0.391277050159461,0
22021307622,0.777689099580392,1
38283512786,0.066780390797005,0
9218130766,0.244367754031784,0
45992103375,0.918672111717154,1
23894257296,0.605081410016549,1
8269334865,0.690443522190719,1
38899184321,0.204829462328206,0
20464074918,0.963375353772417,1
17492506510,0.89655873825858,1
37537437041,0.242648489304451,0
50194123197,0.09878702037491,0
28845540067,0.775052359033272,1
32191849847,0.068107881456483,0
15439418125,0.616360181084625,1
34602825352,0.508742707868651,1
29751047466,0.812163904721376,1
44248736484,0.332460628205596,0
29745217967,0.792534026058308,1
46944595855,0.150298233248705,0
7475071002,0.436693939961555,0
50160274447,0.800570893471141,1
49268665297,0.316970754537886,0
36923744225,0.807456597802393,1
43251065325,0.819738703776149,1
29123447106,0.800825963675512,1
40107407601,0.296166195733886,0
19503163115,0.605789803963895,1
21508999504,0.657759392341516,1
48592229036,0.952092591193934,1
49661232688,0.724609694490052,1
50052720913,0.068582204722865,0
49836956627,0.650997509848533,1
34974262706,0.030465664383905,0
10752868816,0.964603600082657,1
8247986785,0.785796955260376,1
26791196013,0.975345638161147,1
25331922363,0.957006658838709,1
30629127007,0.533738294472208,1
34352654813,0.158070695785352,0
39608400995,0.886558677660156,1
24225702916,0.347486647988779,0
32827393421,0.381210880474306,0
27437693611,0.440081236786853,0
11627173554,0.238280513367189,0
17114177865,0.355473261977395,0
12911119514,0.245721092143033,0
32844881497,0.785968825598819,1
49751405248,0.549324232125534,1
50672544712,0.631192205514342,1
50100649381,0.287817165431322,0
51185358786,0.519197687824249,1
51174202273,0.595443115079623,1
50465373541,0.261613928503273,0
50149963677,0.334524277591045,0
8212215725,0.32438821540442,0
49403517783,0.264638294979865,0
25101819838,0.635377773592949,1
34269143091,0.700595223275178,1
30559845231,0.49678838963455,0
26571153441,0.198367391429161,0
49242511428,0.298699087904009,0
39889245864,0.316956884460956,0
48890413243,0.374610030488971,0
47350614841,0.404666982390367,0
8977309966,0.165371934958864,0
19010940268,0.484112766475409,0
50051670278,0.831407654820968,1
50088331968,0.616994204508644,1
49920064513,0.80055075544917,1
51189390554,0.549640983644094,1
50753053316,0.79824733887339,1
50097152328,0.644539295077953,1
49391933992,0.187751939609924,0
48099975146,0.507962883564263,1
51119687728,0.216864877474047,0
29101819036,0.350516400261384,0
20733622158,0.33899426069764,0
6392313101,0.616048936274895,1
28566592136,0.995477807384168,1
42114431750,0.816274733682374,1
16952284208,0.55809077826964,1
24722730327,0.683388316197313,1
33965855864,0.610731432785368,1
32734889930,0.327009847083729,0
37707189196,0.521958420865528,1
41849915745,0.833871244707725,1
50246033386,0.57644898485301,1
29200655307,0.932402480491152,1
36073568152,0.350536599246739,0
16901766977,0.171363125670195,0
30486127297,0.806974525074476,1
39026197542,0.574289991633578,1
36910556956,0.77626806047203,1
30041889782,0.846640800448412,1
17238615331,0.494018220854539,0
42953252274,0.199494495540887,0
24603850897,0.105348003006412,0
28930543464,0.471580485806566,0
28869517920,0.182895656335262,0
49832722838,0.087505284815761,0
47758677752,0.22043036516181,0
51056658051,0.759703557713499,1
51056688097,0.237243439738936,0
50255854357,0.610694421743831,1
50090955082,0.050395249641069,0
50059927153,0.205286018272011,0
50027961543,0.388584891064464,0
51055989192,0.970991764873016,1
50339050782,0.684930708068746,1
49830999606,0.007923141961862,0
49813533888,0.09975840342888,0
49813984766,0.426750951123412,0
49728345078,0.279482454681893,0
49671445282,0.946919513642691,1
49658353973,0.393124400670993,0
49653284791,0.16716632543475,0
49566278772,0.822991129391751,1
49345200112,0.847617001599138,1
49274169162,0.311701034094764,0
49193654042,0.526540374000478,1
48631169032,0.033135752009664,0
48617098693,0.617250403311779,1
48108476452,0.05622611421903,0
39842588193,0.437865904415326,0
43794084205,0.11210316290784,0
29115570027,0.247209701604524,0
48315973047,0.304435820292861,0
46694607111,0.498182744896042,0
44622431502,0.8184656232647,1
44622431372,0.368409058244161,0
45779353875,0.774618686801724,1
28378977477,0.362759942534296,0
38442254386,0.524480977333799,1
37173937495,0.991535547290019,1
36066927654,0.824489606033696,1
35442281573,0.411954572243708,0
35364054743,0.737259100702492,1
34814251024,0.212061771539734,0
34336351984,0.046472952446911,0
32363158814,0.479995015497987,0
33160121305,0.977213486338211,1
32633227181,0.429396118962271,0
32430978456,0.410275762664205,0
31340442991,0.461240833820393,0
30350819916,0.8570985132812,1
26426462263,0.239897968375223,0
26713192266,0.362291394745475,0
24626448836,0.601100382992191,1
24331672182,0.287183399487283,0
23971924776,0.896524313913744,1
24324091143,0.593921979291789,1
23694154952,0.399542289860152,0
21575347869,0.616139797379065,1
20328265319,0.858928791761083,1
16675779678,0.901388511690329,1
19884786962,0.508111823556023,1
50282376643,0.133690517520094,0
49506253733,0.525445898020792,1
48767537933,0.225661608166094,0
48549124832,0.403422463644451,0
48526511256,0.57935495985867,1
48734979188,0.440318487602069,0
48184597077,0.082752693918539,0
48137298722,0.880614303035735,1
48111973592,0.053031313268213,0
47525221762,0.494748351001389,0
47561471591,0.182004581118972,0
44747627675,0.353213909618791,0
44946393591,0.335678498199454,0
48035887913,0.937820523604729,1
48018515548,0.86037945998657,1
32497235207,0.549747797271033,1
46611085414,0.838806821907949,1
44819677961,0.782181111498882,1
41650155611,0.961277981724059,1
40471247715,0.788349059506794,1
37878975451,0.129545538940612,0
35246419381,0.863287981727078,1
30777760071,0.323161802580353,0
20019492218,0.068585333593773,0
14443483415,0.832624180423429,1
13916860217,0.351626250339703,0
13358227345,0.760292064200138,1
15925308766,0.393985697115485,0
